Order Date,order year,order month
17-10-2015,2015,10
15-05-2013,2013,5
28-04-2015,2015,4
07-06-2014,2014,6
21-07-2015,2015,7
11-05-2014,2014,5
17-06-2015,2015,6
17-06-2015,2015,6
07-05-2015,2015,5
23-05-2015,2015,5
27-03-2015,2015,3
01-08-2015,2015,8
10-11-2012,2012,11
31-07-2012,2012,7
03-06-2015,2015,6
12-09-2014,2014,9
15-03-2015,2015,3
30-12-2015,2015,12
04-12-2015,2015,12
21-12-2014,2014,12
25-11-2015,2015,11
04-09-2015,2015,9
29-06-2012,2012,6
16-06-2015,2015,6
31-08-2014,2014,8
26-12-2015,2015,12
20-11-2015,2015,11
19-12-2013,2013,12
13-06-2014,2014,6
30-09-2014,2014,9
28-11-2014,2014,11
27-05-2014,2014,5
27-12-2012,2012,12
04-09-2015,2015,9
26-07-2012,2012,7
28-06-2014,2014,6
28-03-2013,2013,3
27-02-2014,2014,2
15-06-2013,2013,6
23-06-2015,2015,6
08-06-2015,2015,6
19-12-2013,2013,12
27-02-2014,2014,2
29-12-2015,2015,12
01-12-2013,2013,12
27-11-2015,2015,11
13-02-2013,2013,2
23-10-2015,2015,10
25-03-2015,2015,3
15-02-2012,2012,2
24-10-2015,2015,10
11-07-2015,2015,7
30-06-2013,2013,6
26-11-2015,2015,11
06-11-2012,2012,11
14-07-2015,2015,7
09-01-2013,2013,1
16-12-2015,2015,12
03-12-2013,2013,12
23-08-2014,2014,8
18-11-2015,2015,11
07-09-2012,2012,9
04-02-2015,2015,2
25-05-2013,2013,5
15-08-2014,2014,8
08-03-2014,2014,3
29-10-2015,2015,10
21-12-2014,2014,12
26-12-2013,2013,12
04-11-2014,2014,11
05-09-2015,2015,9
24-10-2014,2014,10
22-09-2015,2015,9
03-12-2013,2013,12
13-10-2015,2015,10
03-08-2012,2012,8
09-09-2015,2015,9
19-11-2015,2015,11
21-07-2012,2012,7
23-06-2012,2012,6
11-01-2012,2012,1
03-06-2015,2015,6
15-05-2014,2014,5
22-07-2014,2014,7
01-01-2014,2014,1
05-06-2012,2012,6
08-11-2015,2015,11
28-04-2015,2015,4
13-11-2014,2014,11
30-07-2015,2015,7
14-09-2014,2014,9
20-09-2014,2014,9
01-11-2014,2014,11
17-08-2012,2012,8
15-03-2015,2015,3
06-10-2012,2012,10
25-10-2013,2013,10
13-11-2015,2015,11
14-09-2014,2014,9
20-11-2013,2013,11
14-09-2014,2014,9
22-07-2012,2012,7
20-04-2013,2013,4
10-11-2013,2013,11
30-07-2014,2014,7
30-07-2014,2014,7
24-01-2013,2013,1
14-09-2014,2014,9
22-11-2014,2014,11
20-09-2013,2013,9
04-04-2013,2013,4
03-06-2012,2012,6
27-05-2015,2015,5
30-07-2014,2014,7
22-08-2014,2014,8
28-03-2015,2015,3
20-01-2014,2014,1
15-09-2015,2015,9
28-03-2013,2013,3
13-05-2012,2012,5
22-12-2012,2012,12
01-08-2014,2014,8
19-06-2012,2012,6
01-10-2013,2013,10
01-06-2012,2012,6
14-09-2014,2014,9
19-12-2015,2015,12
03-09-2013,2013,9
16-08-2012,2012,8
12-09-2015,2015,9
08-01-2014,2014,1
26-12-2014,2014,12
08-03-2014,2014,3
06-03-2014,2014,3
30-09-2014,2014,9
07-08-2014,2014,8
04-02-2015,2015,2
27-09-2015,2015,9
09-06-2015,2015,6
14-09-2014,2014,9
06-11-2015,2015,11
14-09-2014,2014,9
06-06-2014,2014,6
18-11-2014,2014,11
28-05-2013,2013,5
09-06-2015,2015,6
19-07-2012,2012,7
17-10-2015,2015,10
14-09-2014,2014,9
30-10-2014,2014,10
28-10-2015,2015,10
30-05-2012,2012,5
22-08-2014,2014,8
07-06-2012,2012,6
28-11-2014,2014,11
12-05-2012,2012,5
08-11-2015,2015,11
14-09-2014,2014,9
10-09-2014,2014,9
20-02-2014,2014,2
25-11-2015,2015,11
14-09-2014,2014,9
28-11-2015,2015,11
04-08-2012,2012,8
21-11-2014,2014,11
28-11-2014,2014,11
17-07-2013,2013,7
06-05-2015,2015,5
12-11-2014,2014,11
23-10-2014,2014,10
25-02-2012,2012,2
14-09-2014,2014,9
11-11-2014,2014,11
17-03-2015,2015,3
07-08-2014,2014,8
20-02-2013,2013,2
16-08-2014,2014,8
05-11-2014,2014,11
25-04-2014,2014,4
23-12-2014,2014,12
12-01-2013,2013,1
15-06-2014,2014,6
20-11-2013,2013,11
12-12-2015,2015,12
23-10-2014,2014,10
03-09-2015,2015,9
22-05-2014,2014,5
29-10-2014,2014,10
28-06-2012,2012,6
16-08-2015,2015,8
09-12-2012,2012,12
03-04-2015,2015,4
15-05-2015,2015,5
22-04-2015,2015,4
19-06-2014,2014,6
28-05-2014,2014,5
26-07-2015,2015,7
22-07-2015,2015,7
23-12-2015,2015,12
18-08-2012,2012,8
15-08-2014,2014,8
03-03-2015,2015,3
03-05-2012,2012,5
11-12-2015,2015,12
11-06-2015,2015,6
12-12-2012,2012,12
09-10-2013,2013,10
07-01-2013,2013,1
03-05-2014,2014,5
22-04-2015,2015,4
05-12-2013,2013,12
24-01-2015,2015,1
26-12-2013,2013,12
01-07-2014,2014,7
27-07-2012,2012,7
05-02-2014,2014,2
29-09-2015,2015,9
29-05-2014,2014,5
29-10-2014,2014,10
05-06-2014,2014,6
16-04-2014,2014,4
04-03-2015,2015,3
10-12-2014,2014,12
06-11-2014,2014,11
23-08-2015,2015,8
17-02-2015,2015,2
17-12-2013,2013,12
20-06-2013,2013,6
13-10-2015,2015,10
14-10-2012,2012,10
13-12-2015,2015,12
21-03-2015,2015,3
29-07-2012,2012,7
07-08-2014,2014,8
17-08-2013,2013,8
06-11-2015,2015,11
09-01-2013,2013,1
12-03-2014,2014,3
15-03-2013,2013,3
16-05-2013,2013,5
14-12-2014,2014,12
23-03-2014,2014,3
28-06-2014,2014,6
22-05-2014,2014,5
21-11-2015,2015,11
13-09-2015,2015,9
19-12-2015,2015,12
25-04-2012,2012,4
21-06-2014,2014,6
25-02-2015,2015,2
10-05-2014,2014,5
02-07-2015,2015,7
21-02-2015,2015,2
06-12-2014,2014,12
14-08-2014,2014,8
25-03-2014,2014,3
02-04-2015,2015,4
24-11-2013,2013,11
13-10-2013,2013,10
10-07-2014,2014,7
24-06-2014,2014,6
23-09-2012,2012,9
30-06-2014,2014,6
08-12-2012,2012,12
25-08-2013,2013,8
10-01-2014,2014,1
14-03-2015,2015,3
26-03-2015,2015,3
19-11-2013,2013,11
17-09-2015,2015,9
29-03-2013,2013,3
26-05-2015,2015,5
07-02-2015,2015,2
04-09-2015,2015,9
24-09-2012,2012,9
12-11-2015,2015,11
25-04-2012,2012,4
04-03-2014,2014,3
06-07-2012,2012,7
09-11-2012,2012,11
30-09-2014,2014,9
29-10-2015,2015,10
17-11-2012,2012,11
12-06-2015,2015,6
06-09-2013,2013,9
23-07-2014,2014,7
18-01-2014,2014,1
27-12-2015,2015,12
30-03-2012,2012,3
15-07-2012,2012,7
13-10-2015,2015,10
14-05-2014,2014,5
24-07-2015,2015,7
30-06-2015,2015,6
26-06-2013,2013,6
15-11-2013,2013,11
04-03-2014,2014,3
04-10-2013,2013,10
06-02-2014,2014,2
26-10-2012,2012,10
05-11-2015,2015,11
04-03-2014,2014,3
20-05-2015,2015,5
16-12-2014,2014,12
16-08-2014,2014,8
17-04-2012,2012,4
30-03-2012,2012,3
15-12-2015,2015,12
09-07-2013,2013,7
10-12-2014,2014,12
15-09-2012,2012,9
06-07-2012,2012,7
20-06-2015,2015,6
13-08-2015,2015,8
03-11-2012,2012,11
14-09-2012,2012,9
03-12-2013,2013,12
11-01-2013,2013,1
30-06-2015,2015,6
27-10-2015,2015,10
19-12-2012,2012,12
15-08-2015,2015,8
04-06-2013,2013,6
06-12-2014,2014,12
26-12-2012,2012,12
14-09-2012,2012,9
30-06-2012,2012,6
30-11-2014,2014,11
26-12-2014,2014,12
25-12-2015,2015,12
16-04-2015,2015,4
01-05-2012,2012,5
21-12-2012,2012,12
26-08-2014,2014,8
01-11-2015,2015,11
24-12-2015,2015,12
08-06-2013,2013,6
03-05-2012,2012,5
04-03-2014,2014,3
23-12-2015,2015,12
18-02-2012,2012,2
04-08-2014,2014,8
26-11-2015,2015,11
19-12-2013,2013,12
04-07-2015,2015,7
19-08-2014,2014,8
01-04-2014,2014,4
24-01-2015,2015,1
31-01-2014,2014,1
23-10-2014,2014,10
17-04-2012,2012,4
17-06-2014,2014,6
27-10-2014,2014,10
05-09-2012,2012,9
04-08-2014,2014,8
23-12-2015,2015,12
12-11-2015,2015,11
11-12-2015,2015,12
05-09-2015,2015,9
21-12-2014,2014,12
17-01-2012,2012,1
14-09-2014,2014,9
08-02-2015,2015,2
24-11-2015,2015,11
25-08-2012,2012,8
23-05-2015,2015,5
23-07-2013,2013,7
31-10-2012,2012,10
14-02-2014,2014,2
19-12-2015,2015,12
15-11-2014,2014,11
14-02-2014,2014,2
02-12-2015,2015,12
07-02-2013,2013,2
24-04-2013,2013,4
23-12-2015,2015,12
17-06-2014,2014,6
14-08-2012,2012,8
28-11-2014,2014,11
10-06-2014,2014,6
26-03-2015,2015,3
17-01-2015,2015,1
11-12-2015,2015,12
31-05-2013,2013,5
19-12-2013,2013,12
05-11-2014,2014,11
21-04-2015,2015,4
01-02-2013,2013,2
19-06-2015,2015,6
23-12-2015,2015,12
02-01-2014,2014,1
27-12-2015,2015,12
18-09-2015,2015,9
16-08-2012,2012,8
27-07-2013,2013,7
29-01-2015,2015,1
28-04-2015,2015,4
29-12-2012,2012,12
12-10-2015,2015,10
19-07-2012,2012,7
14-12-2014,2014,12
15-08-2014,2014,8
29-12-2012,2012,12
15-06-2012,2012,6
10-06-2014,2014,6
05-11-2013,2013,11
10-09-2013,2013,9
09-09-2015,2015,9
16-09-2014,2014,9
17-06-2015,2015,6
16-11-2014,2014,11
11-09-2015,2015,9
23-03-2013,2013,3
31-08-2013,2013,8
04-01-2015,2015,1
10-04-2013,2013,4
22-11-2013,2013,11
30-12-2015,2015,12
16-07-2014,2014,7
23-03-2013,2013,3
18-12-2013,2013,12
02-09-2015,2015,9
29-05-2015,2015,5
29-08-2015,2015,8
02-06-2012,2012,6
03-12-2015,2015,12
24-11-2015,2015,11
11-02-2014,2014,2
05-10-2012,2012,10
03-12-2015,2015,12
17-07-2014,2014,7
01-01-2014,2014,1
01-08-2015,2015,8
26-09-2012,2012,9
29-05-2015,2015,5
30-11-2012,2012,11
18-11-2015,2015,11
02-02-2012,2012,2
03-04-2012,2012,4
27-06-2014,2014,6
13-10-2012,2012,10
31-05-2013,2013,5
12-08-2012,2012,8
19-09-2015,2015,9
25-10-2012,2012,10
01-10-2014,2014,10
20-07-2013,2013,7
20-06-2014,2014,6
21-11-2015,2015,11
13-06-2015,2015,6
03-12-2015,2015,12
26-12-2015,2015,12
17-07-2014,2014,7
22-04-2015,2015,4
13-06-2014,2014,6
22-12-2012,2012,12
08-11-2012,2012,11
26-09-2015,2015,9
04-09-2015,2015,9
23-11-2013,2013,11
24-11-2012,2012,11
03-12-2015,2015,12
16-09-2015,2015,9
10-01-2014,2014,1
24-08-2015,2015,8
26-12-2014,2014,12
16-07-2014,2014,7
06-07-2013,2013,7
03-12-2015,2015,12
15-11-2014,2014,11
21-09-2013,2013,9
02-02-2013,2013,2
25-09-2012,2012,9
02-02-2013,2013,2
03-10-2015,2015,10
12-12-2015,2015,12
13-11-2013,2013,11
17-07-2012,2012,7
08-09-2015,2015,9
08-09-2015,2015,9
21-03-2012,2012,3
23-08-2013,2013,8
27-09-2013,2013,9
09-08-2013,2013,8
01-03-2014,2014,3
30-06-2015,2015,6
08-08-2013,2013,8
17-11-2015,2015,11
05-12-2012,2012,12
02-03-2013,2013,3
11-07-2013,2013,7
21-05-2015,2015,5
10-12-2015,2015,12
25-06-2014,2014,6
23-10-2012,2012,10
10-04-2012,2012,4
11-07-2014,2014,7
30-04-2014,2014,4
02-11-2012,2012,11
20-11-2013,2013,11
31-08-2012,2012,8
05-12-2015,2015,12
29-03-2013,2013,3
29-08-2013,2013,8
07-09-2012,2012,9
29-02-2012,2012,2
20-04-2012,2012,4
22-09-2012,2012,9
02-11-2013,2013,11
20-08-2014,2014,8
24-05-2013,2013,5
28-10-2014,2014,10
17-10-2013,2013,10
25-11-2015,2015,11
26-11-2015,2015,11
11-11-2015,2015,11
15-11-2014,2014,11
10-11-2012,2012,11
22-10-2013,2013,10
17-12-2013,2013,12
24-08-2013,2013,8
05-09-2015,2015,9
08-05-2013,2013,5
18-01-2015,2015,1
28-10-2015,2015,10
13-10-2015,2015,10
26-06-2014,2014,6
15-08-2014,2014,8
12-12-2015,2015,12
15-11-2014,2014,11
17-10-2014,2014,10
24-10-2015,2015,10
22-05-2014,2014,5
21-08-2014,2014,8
17-05-2015,2015,5
12-12-2015,2015,12
01-06-2012,2012,6
06-11-2012,2012,11
18-04-2012,2012,4
20-10-2015,2015,10
26-05-2015,2015,5
19-12-2013,2013,12
20-03-2013,2013,3
10-11-2012,2012,11
20-11-2012,2012,11
21-06-2014,2014,6
06-09-2012,2012,9
06-08-2015,2015,8
20-03-2013,2013,3
13-09-2014,2014,9
20-07-2014,2014,7
14-12-2013,2013,12
28-05-2014,2014,5
22-06-2013,2013,6
12-12-2014,2014,12
21-10-2015,2015,10
18-04-2012,2012,4
28-12-2013,2013,12
19-10-2013,2013,10
07-07-2012,2012,7
04-08-2014,2014,8
03-02-2015,2015,2
25-12-2015,2015,12
09-06-2015,2015,6
05-05-2013,2013,5
16-04-2013,2013,4
17-08-2012,2012,8
19-11-2014,2014,11
18-06-2014,2014,6
08-06-2014,2014,6
12-01-2014,2014,1
13-02-2013,2013,2
27-11-2015,2015,11
05-07-2015,2015,7
07-06-2012,2012,6
29-07-2014,2014,7
16-01-2014,2014,1
13-04-2014,2014,4
03-12-2014,2014,12
02-09-2012,2012,9
10-09-2013,2013,9
27-06-2012,2012,6
20-08-2013,2013,8
29-02-2012,2012,2
27-08-2013,2013,8
21-11-2014,2014,11
21-11-2014,2014,11
20-11-2013,2013,11
17-07-2015,2015,7
02-05-2015,2015,5
23-01-2012,2012,1
08-09-2015,2015,9
21-11-2014,2014,11
02-12-2014,2014,12
07-08-2015,2015,8
07-03-2012,2012,3
28-08-2015,2015,8
27-09-2015,2015,9
05-06-2013,2013,6
13-09-2013,2013,9
11-10-2014,2014,10
19-12-2012,2012,12
27-11-2013,2013,11
19-07-2012,2012,7
11-08-2012,2012,8
23-09-2015,2015,9
08-05-2015,2015,5
31-07-2013,2013,7
02-06-2015,2015,6
02-10-2012,2012,10
31-10-2012,2012,10
20-06-2015,2015,6
07-01-2014,2014,1
14-06-2014,2014,6
27-03-2013,2013,3
01-01-2014,2014,1
16-05-2015,2015,5
15-08-2013,2013,8
28-05-2013,2013,5
19-01-2012,2012,1
27-05-2015,2015,5
04-12-2014,2014,12
21-01-2013,2013,1
16-11-2015,2015,11
30-05-2012,2012,5
06-06-2012,2012,6
25-04-2015,2015,4
01-11-2013,2013,11
22-12-2012,2012,12
29-05-2013,2013,5
16-11-2014,2014,11
26-12-2013,2013,12
09-05-2014,2014,5
02-10-2012,2012,10
15-05-2013,2013,5
07-08-2014,2014,8
10-02-2012,2012,2
19-12-2012,2012,12
14-11-2015,2015,11
01-11-2014,2014,11
20-06-2015,2015,6
21-05-2015,2015,5
11-07-2012,2012,7
06-11-2013,2013,11
30-04-2014,2014,4
23-06-2015,2015,6
14-06-2013,2013,6
02-08-2015,2015,8
01-09-2012,2012,9
29-06-2013,2013,6
22-12-2015,2015,12
02-10-2013,2013,10
13-10-2015,2015,10
13-05-2015,2015,5
07-03-2012,2012,3
23-02-2014,2014,2
13-05-2015,2015,5
07-11-2015,2015,11
13-12-2012,2012,12
10-07-2015,2015,7
27-02-2015,2015,2
11-07-2012,2012,7
01-10-2015,2015,10
31-05-2013,2013,5
13-11-2013,2013,11
10-08-2013,2013,8
17-11-2014,2014,11
10-12-2015,2015,12
31-05-2012,2012,5
10-12-2015,2015,12
22-08-2014,2014,8
25-11-2014,2014,11
21-12-2013,2013,12
02-04-2015,2015,4
10-08-2012,2012,8
26-06-2014,2014,6
06-09-2013,2013,9
25-11-2014,2014,11
20-07-2012,2012,7
13-12-2012,2012,12
22-02-2014,2014,2
03-04-2012,2012,4
10-12-2015,2015,12
08-12-2012,2012,12
16-06-2013,2013,6
03-10-2015,2015,10
28-08-2015,2015,8
08-01-2015,2015,1
03-04-2015,2015,4
27-09-2014,2014,9
13-09-2012,2012,9
14-02-2015,2015,2
05-06-2012,2012,6
23-11-2012,2012,11
08-05-2015,2015,5
20-04-2013,2013,4
12-09-2015,2015,9
26-12-2012,2012,12
12-06-2014,2014,6
20-12-2015,2015,12
12-09-2015,2015,9
04-10-2015,2015,10
30-10-2012,2012,10
27-12-2012,2012,12
29-09-2015,2015,9
01-05-2015,2015,5
12-06-2014,2014,6
09-10-2014,2014,10
27-03-2014,2014,3
25-11-2014,2014,11
11-10-2014,2014,10
22-03-2015,2015,3
31-10-2015,2015,10
25-06-2013,2013,6
08-11-2013,2013,11
12-03-2015,2015,3
15-06-2013,2013,6
21-08-2015,2015,8
31-12-2013,2013,12
21-09-2014,2014,9
02-04-2013,2013,4
19-03-2014,2014,3
22-07-2015,2015,7
23-04-2014,2014,4
23-09-2014,2014,9
08-05-2015,2015,5
17-10-2015,2015,10
20-12-2012,2012,12
07-02-2013,2013,2
26-12-2015,2015,12
06-11-2015,2015,11
08-11-2013,2013,11
07-06-2013,2013,6
24-11-2012,2012,11
23-09-2014,2014,9
03-04-2015,2015,4
04-03-2014,2014,3
10-05-2015,2015,5
26-07-2012,2012,7
02-01-2013,2013,1
10-08-2014,2014,8
14-09-2013,2013,9
17-05-2013,2013,5
20-02-2015,2015,2
28-11-2015,2015,11
03-10-2014,2014,10
22-09-2015,2015,9
15-01-2015,2015,1
15-06-2014,2014,6
22-01-2013,2013,1
09-04-2014,2014,4
02-12-2012,2012,12
15-11-2014,2014,11
31-12-2015,2015,12
05-07-2015,2015,7
15-05-2015,2015,5
07-08-2014,2014,8
29-11-2014,2014,11
06-09-2015,2015,9
02-01-2013,2013,1
20-11-2015,2015,11
06-09-2014,2014,9
15-05-2015,2015,5
07-08-2015,2015,8
01-11-2012,2012,11
11-12-2015,2015,12
06-05-2014,2014,5
21-06-2013,2013,6
15-04-2012,2012,4
17-11-2012,2012,11
17-05-2014,2014,5
16-01-2013,2013,1
30-04-2014,2014,4
02-01-2013,2013,1
18-09-2013,2013,9
27-03-2015,2015,3
30-05-2014,2014,5
06-03-2012,2012,3
03-04-2015,2015,4
29-08-2013,2013,8
03-06-2015,2015,6
12-11-2015,2015,11
11-12-2015,2015,12
17-09-2015,2015,9
16-09-2014,2014,9
04-02-2015,2015,2
13-10-2015,2015,10
14-08-2012,2012,8
07-06-2013,2013,6
25-06-2013,2013,6
04-01-2014,2014,1
27-08-2014,2014,8
05-02-2013,2013,2
12-08-2014,2014,8
18-11-2015,2015,11
05-06-2012,2012,6
22-11-2015,2015,11
06-05-2014,2014,5
25-09-2015,2015,9
27-08-2014,2014,8
18-07-2014,2014,7
27-08-2014,2014,8
24-02-2012,2012,2
18-09-2015,2015,9
07-11-2014,2014,11
10-11-2012,2012,11
30-08-2015,2015,8
18-07-2014,2014,7
20-07-2014,2014,7
30-05-2014,2014,5
22-05-2015,2015,5
18-07-2014,2014,7
20-03-2012,2012,3
07-09-2013,2013,9
25-05-2013,2013,5
22-09-2012,2012,9
26-06-2015,2015,6
06-10-2015,2015,10
11-09-2012,2012,9
20-06-2013,2013,6
04-11-2015,2015,11
28-11-2013,2013,11
04-12-2013,2013,12
18-11-2015,2015,11
16-11-2014,2014,11
05-03-2014,2014,3
03-05-2012,2012,5
18-07-2014,2014,7
14-11-2014,2014,11
10-01-2012,2012,1
11-12-2015,2015,12
02-08-2014,2014,8
13-10-2015,2015,10
21-06-2014,2014,6
27-08-2014,2014,8
18-07-2014,2014,7
16-06-2012,2012,6
06-08-2013,2013,8
04-06-2015,2015,6
16-04-2015,2015,4
25-12-2013,2013,12
13-08-2015,2015,8
15-03-2013,2013,3
06-11-2014,2014,11
27-05-2014,2014,5
15-10-2013,2013,10
05-10-2012,2012,10
03-10-2012,2012,10
25-06-2015,2015,6
27-08-2014,2014,8
30-04-2013,2013,4
02-11-2013,2013,11
24-01-2012,2012,1
13-11-2012,2012,11
13-09-2014,2014,9
31-07-2012,2012,7
07-06-2015,2015,6
11-11-2013,2013,11
08-06-2013,2013,6
20-09-2014,2014,9
05-03-2013,2013,3
25-02-2015,2015,2
12-03-2014,2014,3
25-12-2014,2014,12
22-02-2013,2013,2
24-10-2013,2013,10
11-04-2012,2012,4
19-08-2015,2015,8
30-04-2014,2014,4
11-11-2013,2013,11
29-05-2014,2014,5
01-04-2015,2015,4
03-01-2013,2013,1
26-04-2014,2014,4
28-11-2013,2013,11
25-01-2014,2014,1
07-02-2015,2015,2
18-01-2012,2012,1
18-11-2012,2012,11
18-08-2013,2013,8
25-10-2013,2013,10
04-01-2014,2014,1
06-12-2014,2014,12
28-09-2013,2013,9
21-05-2013,2013,5
16-01-2015,2015,1
30-01-2015,2015,1
28-12-2012,2012,12
28-10-2015,2015,10
03-06-2014,2014,6
26-08-2013,2013,8
26-10-2013,2013,10
13-10-2012,2012,10
08-06-2013,2013,6
08-06-2013,2013,6
07-02-2014,2014,2
26-10-2013,2013,10
11-12-2015,2015,12
03-04-2015,2015,4
16-08-2013,2013,8
12-09-2015,2015,9
14-10-2015,2015,10
08-06-2012,2012,6
21-08-2012,2012,8
10-03-2015,2015,3
01-05-2014,2014,5
26-10-2012,2012,10
08-11-2015,2015,11
21-11-2012,2012,11
07-08-2015,2015,8
02-10-2015,2015,10
22-10-2014,2014,10
08-06-2013,2013,6
18-09-2015,2015,9
20-10-2015,2015,10
29-08-2015,2015,8
07-10-2015,2015,10
19-12-2014,2014,12
14-10-2015,2015,10
31-08-2014,2014,8
09-06-2015,2015,6
18-04-2014,2014,4
27-11-2015,2015,11
26-11-2015,2015,11
14-10-2015,2015,10
08-02-2014,2014,2
22-08-2015,2015,8
11-12-2015,2015,12
18-08-2013,2013,8
08-09-2015,2015,9
13-11-2015,2015,11
17-09-2015,2015,9
09-05-2015,2015,5
26-07-2013,2013,7
22-07-2014,2014,7
06-04-2013,2013,4
21-11-2015,2015,11
14-10-2015,2015,10
29-06-2013,2013,6
06-07-2014,2014,7
11-09-2012,2012,9
13-08-2013,2013,8
26-12-2015,2015,12
23-02-2015,2015,2
22-07-2015,2015,7
01-03-2014,2014,3
19-09-2013,2013,9
18-12-2012,2012,12
24-10-2013,2013,10
13-12-2013,2013,12
28-11-2015,2015,11
08-06-2013,2013,6
16-08-2014,2014,8
24-07-2012,2012,7
31-01-2012,2012,1
30-10-2014,2014,10
27-06-2014,2014,6
26-12-2012,2012,12
16-10-2012,2012,10
02-07-2014,2014,7
20-09-2012,2012,9
08-05-2015,2015,5
25-06-2013,2013,6
15-08-2012,2012,8
21-10-2014,2014,10
29-07-2015,2015,7
20-09-2013,2013,9
27-09-2014,2014,9
08-06-2013,2013,6
16-10-2014,2014,10
24-10-2013,2013,10
02-08-2013,2013,8
21-10-2012,2012,10
09-10-2014,2014,10
23-10-2014,2014,10
25-12-2013,2013,12
20-12-2012,2012,12
08-06-2013,2013,6
24-08-2012,2012,8
15-02-2012,2012,2
23-12-2014,2014,12
26-12-2014,2014,12
18-10-2014,2014,10
25-12-2015,2015,12
21-07-2015,2015,7
05-09-2015,2015,9
15-12-2013,2013,12
22-01-2013,2013,1
14-08-2014,2014,8
13-11-2015,2015,11
23-12-2014,2014,12
14-10-2012,2012,10
09-06-2015,2015,6
23-10-2013,2013,10
05-06-2012,2012,6
06-06-2013,2013,6
12-02-2015,2015,2
27-12-2014,2014,12
17-06-2015,2015,6
31-08-2013,2013,8
26-11-2014,2014,11
01-05-2012,2012,5
22-05-2012,2012,5
04-10-2012,2012,10
07-09-2012,2012,9
25-06-2014,2014,6
25-12-2012,2012,12
02-09-2015,2015,9
17-12-2015,2015,12
22-05-2012,2012,5
11-11-2014,2014,11
26-06-2013,2013,6
29-10-2013,2013,10
09-11-2012,2012,11
22-05-2012,2012,5
03-04-2012,2012,4
08-07-2014,2014,7
01-09-2012,2012,9
24-02-2015,2015,2
09-05-2015,2015,5
07-05-2014,2014,5
15-05-2013,2013,5
01-10-2014,2014,10
15-09-2013,2013,9
02-11-2013,2013,11
31-07-2012,2012,7
27-03-2014,2014,3
08-12-2015,2015,12
26-09-2014,2014,9
07-09-2013,2013,9
29-08-2015,2015,8
23-05-2014,2014,5
05-08-2015,2015,8
09-10-2012,2012,10
19-08-2015,2015,8
11-01-2014,2014,1
17-09-2014,2014,9
20-10-2012,2012,10
08-11-2014,2014,11
29-01-2015,2015,1
17-05-2013,2013,5
30-07-2015,2015,7
23-04-2015,2015,4
13-03-2014,2014,3
21-06-2014,2014,6
03-01-2012,2012,1
17-07-2015,2015,7
15-12-2015,2015,12
18-10-2013,2013,10
08-08-2012,2012,8
20-08-2012,2012,8
07-09-2013,2013,9
11-02-2015,2015,2
02-01-2013,2013,1
06-09-2013,2013,9
13-10-2015,2015,10
07-09-2013,2013,9
05-04-2014,2014,4
21-01-2015,2015,1
30-09-2014,2014,9
14-11-2015,2015,11
22-10-2013,2013,10
30-12-2015,2015,12
19-02-2014,2014,2
08-08-2012,2012,8
11-08-2015,2015,8
16-08-2014,2014,8
04-09-2015,2015,9
22-02-2014,2014,2
15-03-2015,2015,3
18-03-2015,2015,3
13-12-2014,2014,12
23-08-2013,2013,8
17-06-2014,2014,6
24-11-2012,2012,11
22-05-2013,2013,5
14-08-2013,2013,8
02-09-2015,2015,9
07-09-2013,2013,9
29-09-2014,2014,9
02-07-2015,2015,7
16-06-2015,2015,6
27-06-2013,2013,6
12-04-2015,2015,4
07-09-2013,2013,9
29-11-2015,2015,11
01-10-2013,2013,10
04-09-2014,2014,9
07-08-2014,2014,8
09-06-2015,2015,6
26-08-2015,2015,8
23-12-2015,2015,12
29-10-2014,2014,10
17-01-2015,2015,1
11-04-2013,2013,4
02-08-2013,2013,8
13-06-2014,2014,6
11-04-2015,2015,4
06-12-2012,2012,12
22-08-2015,2015,8
10-08-2013,2013,8
17-01-2015,2015,1
17-01-2015,2015,1
24-11-2012,2012,11
26-11-2015,2015,11
20-03-2015,2015,3
13-07-2013,2013,7
22-11-2013,2013,11
06-11-2012,2012,11
16-08-2014,2014,8
16-05-2012,2012,5
01-07-2014,2014,7
03-12-2015,2015,12
28-08-2014,2014,8
17-10-2015,2015,10
30-09-2014,2014,9
16-12-2012,2012,12
20-06-2013,2013,6
21-11-2015,2015,11
04-06-2014,2014,6
08-08-2015,2015,8
31-03-2012,2012,3
19-06-2014,2014,6
24-02-2015,2015,2
11-04-2013,2013,4
24-11-2012,2012,11
02-10-2014,2014,10
14-03-2015,2015,3
19-09-2015,2015,9
30-06-2015,2015,6
04-04-2012,2012,4
09-12-2014,2014,12
25-12-2015,2015,12
25-12-2012,2012,12
04-12-2014,2014,12
17-12-2015,2015,12
28-01-2014,2014,1
19-12-2014,2014,12
15-05-2015,2015,5
06-11-2014,2014,11
14-11-2015,2015,11
05-04-2012,2012,4
13-12-2015,2015,12
07-02-2014,2014,2
17-12-2015,2015,12
17-12-2015,2015,12
06-02-2014,2014,2
17-10-2015,2015,10
05-04-2012,2012,4
21-10-2014,2014,10
02-10-2012,2012,10
18-10-2012,2012,10
27-12-2014,2014,12
27-08-2014,2014,8
04-05-2014,2014,5
26-09-2013,2013,9
26-03-2015,2015,3
05-04-2012,2012,4
30-09-2014,2014,9
17-12-2015,2015,12
08-12-2015,2015,12
